vaccine,country,year,coverage,coverage_subnat,age_first,age_last,mid_day
MCV1,SWZ,1982,0.38,,,,
MCV1,SWZ,1983,0.46,,,,
MCV1,SWZ,1984,0.5,,,,
MCV1,SWZ,1985,0.54,,,,
MCV1,SWZ,1986,0.74,,,,
MCV1,SWZ,1987,0.65,,,,
MCV1,SWZ,1988,0.85,,,,
MCV1,SWZ,1989,0.85,,,,
MCV1,SWZ,1990,0.85,,,,
MCV1,SWZ,1991,0.8,,,,
MCV1,SWZ,1992,0.85,,,,
MCV1,SWZ,1993,0.85,,,,
MCV1,SWZ,1994,0.94,,,,
MCV1,SWZ,1995,0.94,,,,
MCV1,SWZ,1996,0.82,,,,
MCV1,SWZ,1997,0.92,,,,
MCV1,SWZ,1998,0.92,,,,
MCV1,SWZ,1999,0.92,,,,
MCV1,SWZ,2000,0.92,,,,
MCV1,SWZ,2001,0.93,,,,
MCV1,SWZ,2002,0.93,,,,
MCV1,SWZ,2003,0.93,,,,
MCV1,SWZ,2004,0.93,,,,
MCV1,SWZ,2005,0.93,,,,
MCV1,SWZ,2006,0.93,,,,
MCV1,SWZ,2007,0.94,,,,
MCV1,SWZ,2008,0.94,,,,
MCV1,SWZ,2009,0.94,,,,
MCV1,SWZ,2010,0.94,,,,
MCV1,SWZ,2011,0.87,,,,
MCV1,SWZ,2012,0.88,,,,
MCV1,SWZ,2013,0.96,,,,
MCV1,SWZ,2014,0.97,,,,
MCV1,SWZ,2015,0.89,,,,
MCV1,SWZ,2016,0.89,,,,
MCV1,SWZ,2017,0.89,,,,
MCV1,SWZ,2018,0.89,,,,
MCV1,SWZ,2019,0.8924,,,,
MCV1,SWZ,2020,0.8947,,,,
MCV1,SWZ,2021,0.8969,,,,
MCV1,SWZ,2022,0.8991,,,,
MCV1,SWZ,2023,0.9013,,,,
MCV1,SWZ,2024,0.9035,,,,
MCV1,SYC,1981,0.29,,,,
MCV1,SYC,1982,0.64,,,,
MCV1,SYC,1983,0.98,,,,
MCV1,SYC,1984,0.77,,,,
MCV1,SYC,1985,0.9,,,,
MCV1,SYC,1986,0.95,,,,
MCV1,SYC,1987,0.95,,,,
MCV1,SYC,1988,0.89,,,,
MCV1,SYC,1989,0.89,,,,
MCV1,SYC,1990,0.86,,,,
MCV1,SYC,1991,0.89,,,,
MCV1,SYC,1992,0.92,,,,
MCV1,SYC,1993,0.92,,,,
MCV1,SYC,1994,0.92,,,,
MCV1,SYC,1995,0.97,,,,
MCV1,SYC,1996,0.98,,,,
MCV1,SYC,1997,0.99,,,,
MCV1,SYC,1998,0.93,,,,
MCV1,SYC,1999,0.99,,,,
MCV1,SYC,2000,0.97,,,,
MCV1,SYC,2001,0.95,,,,
MCV1,SYC,2002,0.98,,,,
MCV1,SYC,2003,0.99,,,,
MCV1,SYC,2004,0.99,,,,
MCV1,SYC,2005,0.99,,,,
MCV1,SYC,2006,0.99,,,,
MCV1,SYC,2007,0.99,,,,
MCV1,SYC,2008,0.99,,,,
MCV1,SYC,2009,0.97,,,,
MCV1,SYC,2010,0.99,,,,
MCV1,SYC,2011,0.99,,,,
MCV1,SYC,2012,0.98,,,,
MCV1,SYC,2013,0.97,,,,
MCV1,SYC,2014,0.99,,,,
MCV1,SYC,2015,0.98,,,,
MCV1,SYC,2016,0.97,,,,
MCV1,SYC,2017,0.99,,,,
MCV1,SYC,2018,0.96,,,,
MCV1,SYC,2019,0.99,,,,
MCV1,SYC,2020,0.97,,,,
MCV1,SYC,2021,0.94,,,,
MCV1,SYC,2022,0.9838,,,,
MCV1,SYC,2023,0.9838,,,,
MCV1,SYC,2024,0.9838,,,,
MCV1,SYR,1975,0.0216666666666667,,,,
MCV1,SYR,1976,0.0433333333333333,,,,
MCV1,SYR,1977,0.065,,,,
MCV1,SYR,1978,0.0866666666666667,,,,
MCV1,SYR,1979,0.108333333333333,,,,
MCV1,SYR,1980,0.13,,,,
MCV1,SYR,1981,0.14,,,,
MCV1,SYR,1982,0.22,,,,
MCV1,SYR,1983,0.19,,,,
MCV1,SYR,1984,0.23,,,,
MCV1,SYR,1985,0.27,,,,
MCV1,SYR,1986,0.64,,,,
MCV1,SYR,1987,0.37,,,,
MCV1,SYR,1988,0.52,,,,
MCV1,SYR,1989,0.86,,,,
MCV1,SYR,1990,0.87,,,,
MCV1,SYR,1991,0.84,,,,
MCV1,SYR,1992,0.84,,,,
MCV1,SYR,1993,0.86,,,,
MCV1,SYR,1994,0.86,,,,
MCV1,SYR,1995,0.85,,,,
MCV1,SYR,1996,0.85,,,,
MCV1,SYR,1997,0.84,,,,
MCV1,SYR,1998,0.87,,,,
MCV1,SYR,1999,0.86,,,,
MCV1,SYR,2000,0.84,,,,
MCV1,SYR,2001,0.8,,,,
MCV1,SYR,2002,0.84,,,,
MCV1,SYR,2003,0.83,,,,
MCV1,SYR,2004,0.82,,,,
MCV1,SYR,2005,0.81,,,,
MCV1,SYR,2006,0.81,,,,
MCV1,SYR,2007,0.81,,,,
MCV1,SYR,2008,0.81,,,,
MCV1,SYR,2009,0.82,,,,
MCV1,SYR,2010,0.82,,,,
MCV1,SYR,2011,0.8,,,,
MCV1,SYR,2012,0.61,,,,
MCV1,SYR,2013,0.58,,,,
MCV1,SYR,2014,0.54,,,,
MCV1,SYR,2015,0.53,,,,
MCV1,SYR,2016,0.62,,,,
MCV1,SYR,2017,0.67,,,,
MCV1,SYR,2018,0.63,,,,
MCV1,SYR,2019,0.6339,,,,
MCV1,SYR,2020,0.6377,,,,
MCV1,SYR,2021,0.6415,,,,
MCV1,SYR,2022,0.6454,,,,
MCV1,SYR,2023,0.6491,,,,
MCV1,SYR,2024,0.6529,,,,
MCV1,TCD,1984,0.1,,,,
MCV1,TCD,1985,0.0700000000000001,,,,
MCV1,TCD,1986,0.12,,,,
MCV1,TCD,1987,0.16,,,,
MCV1,TCD,1988,0.17,,,,
MCV1,TCD,1989,0.32,,,,
MCV1,TCD,1990,0.32,,,,
MCV1,TCD,1991,0.28,,,,
MCV1,TCD,1992,0.25,,,,
MCV1,TCD,1993,0.19,,,,
MCV1,TCD,1994,0.24,,,,
MCV1,TCD,1995,0.26,,,,
MCV1,TCD,1996,0.22,,,,
MCV1,TCD,1997,0.3,,,,
MCV1,TCD,1998,0.2,,,,
MCV1,TCD,1999,0.3,,,,
MCV1,TCD,2000,0.28,,,,
MCV1,TCD,2001,0.26,,,,
MCV1,TCD,2002,0.25,,,,
MCV1,TCD,2003,0.23,,,,
MCV1,TCD,2004,0.16,,,,
MCV1,TCD,2005,0.27,,,,
MCV1,TCD,2006,0.39,,,,
MCV1,TCD,2007,0.31,,,,
MCV1,TCD,2008,0.27,,,,
MCV1,TCD,2009,0.36,,,,
MCV1,TCD,2010,0.46,,,,
MCV1,TCD,2011,0.54,,,,
MCV1,TCD,2012,0.63,,,,
MCV1,TCD,2013,0.57,,,,
MCV1,TCD,2014,0.45,,,,
MCV1,TCD,2015,0.46,,,,
MCV1,TCD,2016,0.37,,,,
MCV1,TCD,2017,0.37,,,,
MCV1,TCD,2018,0.37,,,,
MCV1,TCD,2019,0.379,,,,
MCV1,TCD,2020,0.3881,,,,
MCV1,TCD,2021,0.3972,,,,
MCV1,TCD,2022,0.4065,,,,
MCV1,TCD,2023,0.4158,,,,
MCV1,TCD,2024,0.4251,,,,
MCV1,TGO,1984,0.11,,,,
MCV1,TGO,1985,0.27,,,,
MCV1,TGO,1986,0.43,,,,
MCV1,TGO,1987,0.74,,,,
MCV1,TGO,1988,0.62,,,,
MCV1,TGO,1989,0.78,,,,
MCV1,TGO,1990,0.73,,,,
MCV1,TGO,1991,0.69,,,,
MCV1,TGO,1992,0.64,,,,
MCV1,TGO,1993,0.6,,,,
MCV1,TGO,1994,0.57,,,,
MCV1,TGO,1995,0.53,,,,
MCV1,TGO,1996,0.48,,,,
MCV1,TGO,1997,0.43,,,,
MCV1,TGO,1998,0.4,,,,
MCV1,TGO,1999,0.57,,,,
MCV1,TGO,2000,0.58,,,,
MCV1,TGO,2001,0.4,,,,
MCV1,TGO,2002,0.48,,,,
MCV1,TGO,2003,0.68,,,,
MCV1,TGO,2004,0.7,,,,
MCV1,TGO,2005,0.7,,,,
MCV1,TGO,2006,0.78,,,,
MCV1,TGO,2007,0.71,,,,
MCV1,TGO,2008,0.63,,,,
MCV1,TGO,2009,0.66,,,,
MCV1,TGO,2010,0.68,,,,
MCV1,TGO,2011,0.72,,,,
MCV1,TGO,2012,0.72,,,,
MCV1,TGO,2013,0.72,,,,
MCV1,TGO,2014,0.82,,,,
MCV1,TGO,2015,0.85,,,,
MCV1,TGO,2016,0.87,,,,
MCV1,TGO,2017,0.91,,,,
MCV1,TGO,2018,0.85,,,,
MCV1,TGO,2019,0.8615,,,,
MCV1,TGO,2020,0.8722,,,,
MCV1,TGO,2021,0.8822,,,,
MCV1,TGO,2022,0.8915,,,,
MCV1,TGO,2023,0.9002,,,,
MCV1,TGO,2024,0.9083,,,,
MCV1,THA,1984,0.05,,,,
MCV1,THA,1985,0.26,,,,
MCV1,THA,1986,0.45,,,,
MCV1,THA,1987,0.52,,,,
MCV1,THA,1988,0.63,,,,
MCV1,THA,1989,0.66,,,,
MCV1,THA,1990,0.8,,,,
MCV1,THA,1991,0.79,,,,
MCV1,THA,1992,0.74,,,,
MCV1,THA,1993,0.8,,,,
MCV1,THA,1994,0.86,,,,
MCV1,THA,1995,0.91,,,,
MCV1,THA,1996,0.92,,,,
MCV1,THA,1997,0.93,,,,
MCV1,THA,1998,0.96,,,,
MCV1,THA,1999,0.96,,,,
MCV1,THA,2000,0.94,,,,
MCV1,THA,2001,0.94,,,,
MCV1,THA,2002,0.94,,,,
MCV1,THA,2003,0.96,,,,
MCV1,THA,2004,0.96,,,,
MCV1,THA,2005,0.96,,,,
MCV1,THA,2006,0.96,,,,
MCV1,THA,2007,0.96,,,,
MCV1,THA,2008,0.98,,,,
MCV1,THA,2009,0.98,,,,
MCV1,THA,2010,0.98,,,,
MCV1,THA,2011,0.98,,,,
MCV1,THA,2012,0.98,,,,
MCV1,THA,2013,0.99,,,,
MCV1,THA,2014,0.99,,,,
MCV1,THA,2015,0.99,,,,
MCV1,THA,2016,0.99,,,,
MCV1,THA,2017,0.99,,,,
MCV1,THA,2018,0.96,,,,
MCV1,THA,2019,0.9625,,,,
MCV1,THA,2020,0.9649,,,,
MCV1,THA,2021,0.9672,,,,
MCV1,THA,2022,0.9693,,,,
MCV1,THA,2023,0.9713,,,,
MCV1,THA,2024,0.9731,,,,
MCV1,TJK,1975,0.143333333333333,,,,
MCV1,TJK,1976,0.286666666666667,,,,
MCV1,TJK,1977,0.43,,,,
MCV1,TJK,1978,0.573333333333333,,,,
MCV1,TJK,1979,0.716666666666667,,,,
MCV1,TJK,1980,0.86,,,,
MCV1,TJK,1981,0.82,,,,
MCV1,TJK,1982,0.96,,,,
MCV1,TJK,1983,0.98,,,,
MCV1,TJK,1984,0.64,,,,
MCV1,TJK,1985,0.98,,,,
MCV1,TJK,1986,0.99,,,,
MCV1,TJK,1987,0.96,,,,
MCV1,TJK,1988,0.95,,,,
MCV1,TJK,1989,0.505,,,,
MCV1,TJK,1990,0.93,,,,
MCV1,TJK,1991,0.765,,,,
MCV1,TJK,1992,0.68,,,,
MCV1,TJK,1993,0.81,,,,
MCV1,TJK,1994,0.73,,,,
MCV1,TJK,1995,0.7,,,,
MCV1,TJK,1996,0.79,,,,
MCV1,TJK,1997,0.84,,,,
MCV1,TJK,1998,0.83,,,,
MCV1,TJK,1999,0.79,,,,
MCV1,TJK,2000,0.88,,,,
MCV1,TJK,2001,0.88,,,,
MCV1,TJK,2002,0.89,,,,
MCV1,TJK,2003,0.91,,,,
MCV1,TJK,2004,0.92,,,,
MCV1,TJK,2005,0.85,,,,
MCV1,TJK,2006,0.82,,,,
MCV1,TJK,2007,0.85,,,,
MCV1,TJK,2008,0.86,,,,
MCV1,TJK,2009,0.89,,,,
MCV1,TJK,2010,0.94,,,,
MCV1,TJK,2011,0.98,,,,
MCV1,TJK,2012,0.94,,,,
MCV1,TJK,2013,0.92,,,,
MCV1,TJK,2014,0.98,,,,
MCV1,TJK,2015,0.97,,,,
MCV1,TJK,2016,0.97,,,,
MCV1,TJK,2017,0.98,,,,
MCV1,TJK,2018,0.98,,,,
MCV1,TJK,2019,0.981,,,,
MCV1,TJK,2020,0.982,,,,
MCV1,TJK,2021,0.972,,,,
MCV1,TJK,2022,0.972,,,,
MCV1,TJK,2023,0.972,,,,
MCV1,TJK,2024,0.972,,,,
MCV1,TKM,1990,0.8,,,,
MCV1,TKM,1991,0.63,,,,
MCV1,TKM,1992,0.76,,,,
MCV1,TKM,1993,0.84,,,,
MCV1,TKM,1994,0.9,,,,
MCV1,TKM,1995,0.92,,,,
MCV1,TKM,1996,0.98,,,,
MCV1,TKM,1997,0.99,,,,
MCV1,TKM,1998,0.99,,,,
MCV1,TKM,1999,0.97,,,,
MCV1,TKM,2000,0.96,,,,
MCV1,TKM,2001,0.98,,,,
MCV1,TKM,2002,0.88,,,,
MCV1,TKM,2003,0.97,,,,
MCV1,TKM,2004,0.97,,,,
MCV1,TKM,2005,0.99,,,,
MCV1,TKM,2006,0.99,,,,
MCV1,TKM,2007,0.99,,,,
MCV1,TKM,2008,0.99,,,,
MCV1,TKM,2009,0.99,,,,
MCV1,TKM,2010,0.99,,,,
MCV1,TKM,2011,0.99,,,,
MCV1,TKM,2012,0.99,,,,
MCV1,TKM,2013,0.99,,,,
MCV1,TKM,2014,0.99,,,,
MCV1,TKM,2015,0.99,,,,
MCV1,TKM,2016,0.99,,,,
MCV1,TKM,2017,0.99,,,,
MCV1,TKM,2018,0.99,,,,
MCV1,TKM,2019,0.99,,,,
MCV1,TKM,2020,0.99,,,,
MCV1,TKM,2021,0.98,,,,
MCV1,TKM,2022,0.98,,,,
MCV1,TKM,2023,0.98,,,,
MCV1,TKM,2024,0.98,,,,
MCV1,TLS,2002,0.56,,,,
MCV1,TLS,2003,0.55,,,,
MCV1,TLS,2004,0.55,,,,
MCV1,TLS,2005,0.48,,,,
MCV1,TLS,2006,0.61,,,,
MCV1,TLS,2007,0.63,,,,
MCV1,TLS,2008,0.73,,,,
MCV1,TLS,2009,0.7,,,,
MCV1,TLS,2010,0.66,,,,
MCV1,TLS,2011,0.62,,,,
MCV1,TLS,2012,0.73,,,,
MCV1,TLS,2013,0.7,,,,
MCV1,TLS,2014,0.74,,,,
MCV1,TLS,2015,0.7,,,,
MCV1,TLS,2016,0.74,,,,
MCV1,TLS,2017,0.77,,,,
MCV1,TLS,2018,0.77,,,,
MCV1,TLS,2019,0.7773,,,,
MCV1,TLS,2020,0.7844,,,,
MCV1,TLS,2021,0.7914,,,,
MCV1,TLS,2022,0.7982,,,,
MCV1,TLS,2023,0.8048,,,,
MCV1,TLS,2024,0.8113,,,,
MCV1,TON,1981,0.09,,,,
MCV1,TON,1982,0.44,,,,
MCV1,TON,1983,0.67,,,,
MCV1,TON,1984,0.43,,,,
MCV1,TON,1985,0.81,,,,
MCV1,TON,1986,0.37,,,,
MCV1,TON,1987,0.88,,,,
MCV1,TON,1988,0.81,,,,
MCV1,TON,1989,0.84,,,,
MCV1,TON,1990,0.86,,,,
MCV1,TON,1991,0.9,,,,
MCV1,TON,1992,0.87,,,,
MCV1,TON,1993,0.87,,,,
MCV1,TON,1994,0.86,,,,
MCV1,TON,1995,0.94,,,,
MCV1,TON,1996,0.95,,,,
MCV1,TON,1997,0.97,,,,
MCV1,TON,1998,0.96,,,,
MCV1,TON,1999,0.97,,,,
MCV1,TON,2000,0.92,,,,
MCV1,TON,2001,0.89,,,,
MCV1,TON,2002,0.85,,,,
MCV1,TON,2003,0.93,,,,
MCV1,TON,2004,0.93,,,,
MCV1,TON,2005,0.92,,,,
MCV1,TON,2006,0.9,,,,
MCV1,TON,2007,0.9,,,,
MCV1,TON,2008,0.89,,,,
MCV1,TON,2009,0.87,,,,
MCV1,TON,2010,0.86,,,,
MCV1,TON,2011,0.85,,,,
MCV1,TON,2012,0.81,,,,
MCV1,TON,2013,0.86,,,,
MCV1,TON,2014,0.85,,,,
MCV1,TON,2015,0.85,,,,
MCV1,TON,2016,0.84,,,,
MCV1,TON,2017,0.85,,,,
MCV1,TON,2018,0.85,,,,
MCV1,TON,2019,0.8517,,,,
MCV1,TON,2020,0.8534,,,,
MCV1,TON,2021,0.8551,,,,
MCV1,TON,2022,0.8567,,,,
MCV1,TON,2023,0.8584,,,,
MCV1,TON,2024,0.86,,,,
MCV1,TTO,1984,0.1,,,,
MCV1,TTO,1985,0.32,,,,
MCV1,TTO,1986,0.42,,,,
MCV1,TTO,1987,0.68,,,,
MCV1,TTO,1988,0.72,,,,
MCV1,TTO,1989,0.59,,,,
MCV1,TTO,1990,0.7,,,,
MCV1,TTO,1991,0.93,,,,
MCV1,TTO,1992,0.83,,,,
MCV1,TTO,1993,0.87,,,,
MCV1,TTO,1994,0.86,,,,
MCV1,TTO,1995,0.84,,,,
MCV1,TTO,1996,0.88,,,,
MCV1,TTO,1997,0.88,,,,
MCV1,TTO,1998,0.9,,,,
MCV1,TTO,1999,0.88,,,,
MCV1,TTO,2000,0.9,,,,
MCV1,TTO,2001,0.91,,,,
MCV1,TTO,2002,0.87,,,,
MCV1,TTO,2003,0.88,,,,
MCV1,TTO,2004,0.95,,,,
MCV1,TTO,2005,0.93,,,,
MCV1,TTO,2006,0.89,,,,
MCV1,TTO,2007,0.91,,,,
MCV1,TTO,2008,0.91,,,,
MCV1,TTO,2009,0.94,,,,
MCV1,TTO,2010,0.92,,,,
MCV1,TTO,2011,0.92,,,,
MCV1,TTO,2012,0.85,,,,
MCV1,TTO,2013,0.91,,,,
MCV1,TTO,2014,0.96,,,,
MCV1,TTO,2015,0.89,,,,
MCV1,TTO,2016,0.86,,,,
MCV1,TTO,2017,0.93,,,,
MCV1,TTO,2018,0.9,,,,
MCV1,TTO,2019,0.99,,,,
MCV1,TTO,2020,0.91,,,,
MCV1,TTO,2021,0.93,,,,
MCV1,TTO,2022,0.9209,,,,
MCV1,TTO,2023,0.9209,,,,
MCV1,TTO,2024,0.9209,,,,
MCV1,TUN,1975,0.108333333333333,,,,
MCV1,TUN,1976,0.216666666666667,,,,
MCV1,TUN,1977,0.325,,,,
MCV1,TUN,1978,0.433333333333333,,,,
MCV1,TUN,1979,0.541666666666667,,,,
MCV1,TUN,1980,0.65,,,,
MCV1,TUN,1981,0.65,,,,
MCV1,TUN,1982,0.43,,,,
MCV1,TUN,1983,0.42,,,,
MCV1,TUN,1984,0.55,,,,
MCV1,TUN,1985,0.65,,,,
MCV1,TUN,1986,0.67,,,,
MCV1,TUN,1987,0.81,,,,
MCV1,TUN,1988,0.87,,,,
MCV1,TUN,1989,0.93,,,,
MCV1,TUN,1990,0.93,,,,
MCV1,TUN,1991,0.94,,,,
MCV1,TUN,1992,0.94,,,,
MCV1,TUN,1993,0.92,,,,
MCV1,TUN,1994,0.91,,,,
MCV1,TUN,1995,0.91,,,,
MCV1,TUN,1996,0.92,,,,
MCV1,TUN,1997,0.92,,,,
MCV1,TUN,1998,0.94,,,,
MCV1,TUN,1999,0.9,,,,
MCV1,TUN,2000,0.95,,,,
MCV1,TUN,2001,0.92,,,,
MCV1,TUN,2002,0.94,,,,
MCV1,TUN,2003,0.9,,,,
MCV1,TUN,2004,0.95,,,,
MCV1,TUN,2005,0.96,,,,
MCV1,TUN,2006,0.98,,,,
MCV1,TUN,2007,0.98,,,,
MCV1,TUN,2008,0.98,,,,
MCV1,TUN,2009,0.98,,,,
MCV1,TUN,2010,0.97,,,,
MCV1,TUN,2011,0.96,,,,
MCV1,TUN,2012,0.96,,,,
MCV1,TUN,2013,0.94,,,,
MCV1,TUN,2014,0.98,,,,
MCV1,TUN,2015,0.98,,,,
MCV1,TUN,2016,0.96,,,,
MCV1,TUN,2017,0.98,,,,
MCV1,TUN,2018,0.96,,,,
MCV1,TUN,2019,0.9614,,,,
MCV1,TUN,2020,0.9627,,,,
MCV1,TUN,2021,0.9639,,,,
MCV1,TUN,2022,0.9652,,,,
MCV1,TUN,2023,0.9663,,,,
MCV1,TUN,2024,0.9675,,,,
MCV1,TUR,1975,0.045,,,,
MCV1,TUR,1976,0.09,,,,
MCV1,TUR,1977,0.135,,,,
MCV1,TUR,1978,0.18,,,,
MCV1,TUR,1979,0.225,,,,
MCV1,TUR,1980,0.27,,,,
MCV1,TUR,1981,0.52,,,,
MCV1,TUR,1982,0.64,,,,
MCV1,TUR,1983,0.63,,,,
MCV1,TUR,1984,0.62,,,,
MCV1,TUR,1985,0.61,,,,
MCV1,TUR,1986,0.64,,,,
MCV1,TUR,1987,0.67,,,,
MCV1,TUR,1988,0.82,,,,
MCV1,TUR,1989,0.71,,,,
MCV1,TUR,1990,0.78,,,,
MCV1,TUR,1991,0.73,,,,
MCV1,TUR,1992,0.78,,,,
MCV1,TUR,1993,0.72,,,,
MCV1,TUR,1994,0.76,,,,
MCV1,TUR,1995,0.65,,,,
MCV1,TUR,1996,0.72,,,,
MCV1,TUR,1997,0.79,,,,
MCV1,TUR,1998,0.81,,,,
MCV1,TUR,1999,0.82,,,,
MCV1,TUR,2000,0.87,,,,
MCV1,TUR,2001,0.91,,,,
MCV1,TUR,2002,0.83,,,,
MCV1,TUR,2003,0.75,,,,
MCV1,TUR,2004,0.81,,,,
MCV1,TUR,2005,0.91,,,,
MCV1,TUR,2006,0.98,,,,
MCV1,TUR,2007,0.96,,,,
MCV1,TUR,2008,0.97,,,,
MCV1,TUR,2009,0.97,,,,
MCV1,TUR,2010,0.97,,,,
MCV1,TUR,2011,0.98,,,,
MCV1,TUR,2012,0.96,,,,
MCV1,TUR,2013,0.98,,,,
MCV1,TUR,2014,0.94,,,,
MCV1,TUR,2015,0.97,,,,
MCV1,TUR,2016,0.98,,,,
MCV1,TUR,2017,0.96,,,,
MCV1,TUR,2018,0.96,,,,
MCV1,TUR,2019,0.97,,,,
MCV1,TUR,2020,0.95,,,,
MCV1,TUR,2021,0.96,,,,
MCV1,TUR,2022,0.9521,,,,
MCV1,TUR,2023,0.9521,,,,
MCV1,TUR,2024,0.9521,,,,
MCV1,TUV,1983,0.65,,,,
MCV1,TUV,1984,0.71,,,,
MCV1,TUV,1985,0.92,,,,
MCV1,TUV,1986,0.65,,,,
MCV1,TUV,1987,0.65,,,,
MCV1,TUV,1988,0.9,,,,
MCV1,TUV,1989,0.79,,,,
MCV1,TUV,1990,0.95,,,,
MCV1,TUV,1991,0.63,,,,
MCV1,TUV,1992,0.66,,,,
MCV1,TUV,1993,0.64,,,,
MCV1,TUV,1994,0.79,,,,
MCV1,TUV,1995,0.94,,,,
MCV1,TUV,1996,0.94,,,,
MCV1,TUV,1997,0.99,,,,
MCV1,TUV,1998,0.96,,,,
MCV1,TUV,1999,0.94,,,,
MCV1,TUV,2000,0.809999999999999,,,,
MCV1,TUV,2001,0.989999999999999,,,,
MCV1,TUV,2002,0.990000000000001,,,,
MCV1,TUV,2003,0.949999999999998,,,,
MCV1,TUV,2004,0.970000000000001,,,,
MCV1,TUV,2005,0.62,,,,
MCV1,TUV,2006,0.839999999999999,,,,
MCV1,TUV,2007,0.950000000000001,,,,
MCV1,TUV,2008,0.930000000000001,,,,
MCV1,TUV,2009,0.899999999999999,,,,
MCV1,TUV,2010,0.849999999999999,,,,
MCV1,TUV,2011,0.979999999999999,,,,
MCV1,TUV,2012,0.98,,,,
MCV1,TUV,2013,0.96,,,,
MCV1,TUV,2014,0.939999999999999,,,,
MCV1,TUV,2015,0.94,,,,
MCV1,TUV,2016,0.959999999999998,,,,
MCV1,TUV,2017,0.949999999999998,,,,
MCV1,TUV,2018,0.879999999999999,,,,
MCV1,TUV,2019,0.881699999999999,,,,
MCV1,TUV,2020,0.883399999999998,,,,
MCV1,TUV,2021,0.884999999999999,,,,
MCV1,TUV,2022,0.886600000000001,,,,
MCV1,TUV,2023,0.888299999999999,,,,
MCV1,TUV,2024,0.889799999999999,,,,
MCV1,TZA,1975,0.0766666666666667,,,,
MCV1,TZA,1976,0.153333333333333,,,,
MCV1,TZA,1977,0.23,,,,
MCV1,TZA,1978,0.306666666666667,,,,
MCV1,TZA,1979,0.383333333333333,,,,
MCV1,TZA,1980,0.46,,,,
MCV1,TZA,1981,0.51,,,,
MCV1,TZA,1982,0.5,,,,
MCV1,TZA,1983,0.6,,,,
MCV1,TZA,1984,0.55,,,,
MCV1,TZA,1985,0.66,,,,
MCV1,TZA,1986,0.97,,,,
MCV1,TZA,1987,0.78,,,,
MCV1,TZA,1988,0.83,,,,
MCV1,TZA,1989,0.79,,,,
MCV1,TZA,1990,0.8,,,,
MCV1,TZA,1991,0.79,,,,
MCV1,TZA,1992,0.81,,,,
MCV1,TZA,1993,0.77,,,,
MCV1,TZA,1994,0.79,,,,
MCV1,TZA,1995,0.78,,,,
MCV1,TZA,1996,0.78,,,,
MCV1,TZA,1997,0.73,,,,
MCV1,TZA,1998,0.72,,,,
MCV1,TZA,1999,0.72,,,,
MCV1,TZA,2000,0.78,,,,
MCV1,TZA,2001,0.86,,,,
MCV1,TZA,2002,0.89,,,,
MCV1,TZA,2003,0.97,,,,
MCV1,TZA,2004,0.94,,,,
MCV1,TZA,2005,0.91,,,,
MCV1,TZA,2006,0.93,,,,
MCV1,TZA,2007,0.9,,,,
MCV1,TZA,2008,0.88,,,,
MCV1,TZA,2009,0.91,,,,
MCV1,TZA,2010,0.92,,,,
MCV1,TZA,2011,0.93,,,,
MCV1,TZA,2012,0.97,,,,
MCV1,TZA,2013,0.99,,,,
MCV1,TZA,2014,0.99,,,,
MCV1,TZA,2015,0.99,,,,
MCV1,TZA,2016,0.9,,,,
MCV1,TZA,2017,0.99,,,,
MCV1,TZA,2018,0.99,,,,
MCV1,TZA,2019,0.99,,,,
MCV1,TZA,2020,0.99,,,,
MCV1,TZA,2021,0.98,,,,
MCV1,TZA,2022,0.98,,,,
MCV1,TZA,2023,0.98,,,,
MCV1,TZA,2024,0.98,,,,
MCV1,UGA,1981,0.22,,,,
MCV1,UGA,1982,0.21,,,,
MCV1,UGA,1983,0.2,,,,
MCV1,UGA,1984,0.18,,,,
MCV1,UGA,1985,0.17,,,,
MCV1,UGA,1986,0.27,,,,
MCV1,UGA,1987,0.38,,,,
MCV1,UGA,1988,0.49,,,,
MCV1,UGA,1989,0.51,,,,
MCV1,UGA,1990,0.52,,,,
MCV1,UGA,1991,0.54,,,,
MCV1,UGA,1992,0.56,,,,
MCV1,UGA,1993,0.57,,,,
MCV1,UGA,1994,0.59,,,,
MCV1,UGA,1995,0.57,,,,
MCV1,UGA,1996,0.55,,,,
MCV1,UGA,1997,0.54,,,,
MCV1,UGA,1998,0.5,,,,
MCV1,UGA,1999,0.55,,,,
MCV1,UGA,2000,0.57,,,,
MCV1,UGA,2001,0.59,,,,
MCV1,UGA,2002,0.62,,,,
MCV1,UGA,2003,0.64,,,,
MCV1,UGA,2004,0.66,,,,
MCV1,UGA,2005,0.68,,,,
MCV1,UGA,2006,0.75,,,,
MCV1,UGA,2007,0.75,,,,
MCV1,UGA,2008,0.7,,,,
MCV1,UGA,2009,0.77,,,,
MCV1,UGA,2010,0.73,,,,
MCV1,UGA,2011,0.75,,,,
MCV1,UGA,2012,0.8,,,,
MCV1,UGA,2013,0.83,,,,
MCV1,UGA,2014,0.85,,,,
MCV1,UGA,2015,0.79,,,,
MCV1,UGA,2016,0.79,,,,
MCV1,UGA,2017,0.79,,,,
MCV1,UGA,2018,0.86,,,,
MCV1,UGA,2019,0.8632,,,,
MCV1,UGA,2020,0.8663,,,,
MCV1,UGA,2021,0.8694,,,,
MCV1,UGA,2022,0.8724,,,,
MCV1,UGA,2023,0.8753,,,,
MCV1,UGA,2024,0.8782,,,,
